,tweet_id,user,text,date,retweets,replies,likes,quotes,has_viz
0,1506774290993233925,BNONews,"RT @BNODesk: Stephen Wilhite, creator of the GIF, has died of COVID-19. He was 74",03/23/2022 23:26:00,1118,0,0,0,False
