tweet_id,user,text,date,retweets,replies,likes,quotes,has_viz
1351627739334279170,SueDHellmann,"400,000 Americans have now died due to #coronavirus; a terrible milestone. We must redouble our public health efforts- and increase the pace of #vaccination so we can exit 2021 in better shape than we entered.",01/19/2021 20:28:59,8,7,33,0,False
