tweet_id,user,text,date,retweets,replies,likes,quotes,has_viz
1468306314103246854,alicesim,How to end the pandemic — and prepare for the next (Maria Van Kerkhove | TEDWomen 2021) https://t.co/JoX704Z47h via @TEDTalks,12/07/2021 19:47:59,0,0,2,0,False
